reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
dff0b798-abd5-4a25-867c-a6ac6305ff2e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mencoba mempermudah diri dengan mengikuti sistem yg dibuat oleh samsat, membayar pajak kendaraan melalui online aplikasi Signal Samsat Digital namun setiap membuka aplikasi selalu ditampilkan ""Gagal, layanan tidak tersedia"" awalnya berfikiri apakah ini kendala jaringan internet??? tapi setelah menunggu beberapa saat, jam, hari bahkan minggu dan dengan tempat yang berbeda bahkan menggunakan WiFi ternyata masih sama ""Gagal, Layanan tidak tersedia"". Payahhh..... tetap tidak praktis.",1,9,2.1.1,2026-04-19 08:23:56,,,2.1.1
ae74b8ff-0295-4bc5-a6bf-674b7ca3529a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mantap lah aplikasinya, bayar pajak tahunan bisa sambil rebahan di rumah tanpa harus pake cara illlegal (calo), good job buat developernya. Jarang² ada aplikasi pemerintah kayak gini. Semoga bisa lebih banyak fitur menarik, misal bisa liat pelanggaran kendaraan kita, bisa bayar online juga. Lanjutkan 🔥",5,6,2.1.0,2026-04-25 02:54:52,"Hai Sahabat SIGNAL, Terima kasih atas ulasan & sarannya 😊
Kami akan terus berupaya meningkatkan layanan agar SIGNAL dapat digunakan dengan lebih mudah & nyaman oleh semua pengguna.
Untuk informasi SIGNAL lebih lanjut bisa mengunjungi website samsatdigital.id atau menghubungi email Customer Service info@samsatdigital.id .
Terima kasih,
Tim SIGNAL
",2026-04-27 02:13:55,2.1.0
f0c08d49-d26a-4670-ae88-bc39423b2003,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pengalaman pertama pake signal untuk pembayaran pajak motor tahunan, Alhamdulillah lancar semua dan pengiriman juga tergolong cepat. untuk aku yang kerja diperantauan dan belum tentu bisa pulang saat jatuh tempo bayar pajak ya terbantu banget sama aplikasi ini🫰",5,0,2.1.1,2026-05-13 13:09:13,,,2.1.1
c08c583d-3369-453a-bdf2-953d4df4c4f7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya ingin membayar pajak kendaraan via online tetapi tidak bisa karena aplikasi. Jadi harus tetap membayar langsung ke kantor Samsat.. padahal saya ingin membayar kendaraan saya tepat waktu.. bayar aja sulit apalagi gratis🙂‍↕️,1,6,2.1.1,2026-04-24 02:43:44,,,2.1.1
811b2062-3bb5-4167-a0e0-5065f8353992,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"cukup membantu untuk mempermudah kita yang kebetulan sedang diluar kota, tapi mohon ditingkatkan lagi untuk proses pengirimannya soalnya terlalu lama sampai 6 hari dari proses pembayaran sampai terima dokumenya... terimaksih🙏",4,0,2.1.1,2026-05-06 10:57:45,"Hai Sahabat SIGNAL, Terima kasih atas ulasan & sarannya 😊
Kami akan terus berupaya meningkatkan layanan agar SIGNAL dapat digunakan dengan lebih mudah & nyaman oleh semua pengguna.
Untuk informasi SIGNAL lebih lanjut bisa mengunjungi website samsatdigital.id atau menghubungi email Customer Service info@samsatdigital.id .
Terima kasih,
Tim SIGNAL
",2026-05-07 02:13:10,2.1.1
e512bf27-8ea4-4083-97be-d0dcb00925f0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pengalaman ke 2 perpanjang stnk motor, gk perlu isi data ulang tinggal klik pilih kendaraan yg sudah terdaftar sebelum nya , gak ada 10 menit sampe proses bayar selesai, 3hr kemudian sudah terima stnk nya dikirim by kurir top banget aplikasinya, ini baru namanya layanan tanpa drama2, the best pokoknya puasss semoga terus lancar tanpa ada kendala atau aturan2 yg njlimet",5,7,2.1.1,2026-04-23 16:17:44,"Hai Sahabat SIGNAL, Terima kasih atas ulasannya! 😊

Jika berkenan, rekomendasikan Aplikasi SIGNAL kepada sahabat dan keluarga, agar urusan pajak kendaraan bisa jadi lebih mudah.
Untuk informasi SIGNAL lebih lanjut bisa mengunjungi website samsatdigital.id atau menghubungi email Customer Service info@samsatdigital.id .

Terima kasih,
Tim SIGNAL
",2026-04-24 01:32:18,2.1.1
d865f1f3-b690-4efe-804e-7d13f8a2a6b0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Awalnya memilih bayar lewat aplikasi signal untuk mempermudah diri, tapi berkali-kali di coba selalu ""gagal, layanan tidak tersedia"" Tolong lah, ini kendalanya apa ya udh hubungi CS juga ga ada respon apapun, ini mau bayar pajak loh lok susahh bangettt, ga semua org sempat dtg ke kantor 🥹🙏🏻",1,5,2.1.1,2026-04-27 04:19:40,,,2.1.1
38174b8e-264d-4f4c-b33e-3aaa8d77fa7b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,harus nya bisa dibuat lebih mudah lagi. seperti menampilkan semua kendaraan yang kita miliki semua secara otomatis karena sudah menggunakan NIK dan KK. jadi ga perlu lagi masukin nomer plat nomer rangka dan lain lain.,3,2,2.1.1,2026-04-28 00:35:33,"Hai Sahabat SIGNAL, Terima kasih atas sarannya 😊
Kami akan terus berupaya meningkatkan layanan agar SIGNAL dapat digunakan dengan lebih mudah & nyaman oleh semua pengguna.
Untuk informasi SIGNAL lebih lanjut bisa mengunjungi website samsatdigital.id atau menghubungi email Customer Service info@samsatdigital.id .
Terima kasih,
Tim SIGNAL",2026-04-28 07:10:58,2.1.1
95299466-c0c8-4b43-8b0c-dceba8f5f3ff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pelayanan Samsat nya cepat,pengiriman nya jg cepet bgt.. trimakasih pos n Samsat..mempermudah untuk urusan perpajakan..masukan aja sih coba ada opsi buat kendaraan second hand..biar orng yg punya kendaraan bekas bisa mudah jg untuk bayar pajak,untuk dokumen nya pke BPKB n STNK asli fto nya..akn lbih bnyk yg taat pajak kndaraan nya..trimakasih",5,0,2.1.1,2026-05-01 01:20:38,,,2.1.1
19070c41-8a19-4fd0-8a7b-0e7891b24d57,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ga bisa daftar.kirim.kode otp lewat SMS selalu delay.begitu dapat otp dimasukan selalu ada notif otp kadaluwarsa,padahal timer nya masih ada beberapa detik.diulang sampai beberapa selalu bgtu",1,2,2.1.1,2026-04-29 01:23:50,,,2.1.1
3df7b8c1-5e1c-4863-b8ea-a277f2b73502,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sdh daftar, isi data, verifikasi, pas di coba cek pajak tdk bisa, no rangka tidak seusia lah, sistem tidak berfungsi, apalah ini aplikasi, tidak bergunaaa!! mau daftar isi kendaraan aja tdk bisa, data tdk sesuai suruh ke dukcapil segala, padahal semua jelas dan sesuai",1,4,2.1.1,2026-04-17 06:13:38,,,2.1.1
60c5c16f-1bfd-49bd-998d-6ebc3bef1d70,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Pengalaman pertama bayar pajak motor bagi saya yang perantauan , aplikasi ini sangat membantu untuk kita membayar pajak, hanya mungkin karna pembayaran nya pas long weekend jadi proses 1 Minggu lebih lama . overall sangat membantu dan mempermudah kita dalam membayar pajak . Terima kasih banyak.",5,4,2.1.0,2026-04-14 10:39:04,"Hai Sahabat SIGNAL, Terima kasih atas ulasannya! 😊

Jika berkenan, rekomendasikan Aplikasi SIGNAL kepada sahabat dan keluarga, agar urusan pajak kendaraan bisa jadi lebih mudah.
Untuk informasi SIGNAL lebih lanjut bisa mengunjungi website samsatdigital.id atau menghubungi email Customer Service info@samsatdigital.id .

Terima kasih,
Tim SIGNAL
",2026-04-15 01:51:06,2.1.0
6d5d049d-00e5-405e-b689-9ad5dd90c480,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Perdana login diminta memasukan email untuk melakukan verifikasi sudah, tapi ketika mau cek verifikasi di gmailnya tidak dapat kodenya. Kedua, sudah melaukN verifikasi untuk kendaraan sudah, tapi ketika ingin cek kendaraan ternyata masih melakukan verifikasi data diri berulang ulang",1,7,2.1.1,2026-04-18 16:21:00,"Hai Sahabat SIGNAL, Mohon maaf atas kendala verifikasi tersebut.

Demi bisa diperiksa & ditindaklanjuti, mohon kirim detail kendala Anda ke email info@samsatdigital.id atau hubungi Customer Service di website samsatdigital.id.
Kami selalu berusaha meningkatkan layanan agar SIGNAL lebih mudah & nyaman saat digunakan.

Terima kasih,
Tim SIGNAL
",2026-04-20 01:36:55,2.1.1
7509d26a-4d2a-4837-85ae-19b186c00670,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pada saat mendaftarkan kendaraan malah muncul pesan ""GAGAL MENDAFTARKAN KENDARAAN. data dukcapil dengan data regiden ranmor berbeda"". malah disuruh perbaikan data di dukcapil atau samsat 🤦‍♂️🤦‍♂️🤦‍♂️. setelah install apk ini, hp jadi lemot",1,3,2.1.1,2026-05-09 14:50:19,,,2.1.1
09f9d1e9-1099-4c9e-b60b-41fd97a21815,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mau bayar pajak aja susah. suruhnya aku ke samsat dan capil untuk sinkron data. karena di aplikasi ada notifikasi gagal daftar kendaraan. sudah ke samsatpun mereka kurang tau kenapa bisa gagal. untuk aplikasi ini jelas jelek bgt. harapan nya dimudahkan malah banyak kendalanya. chat admin onlinya pun lama bgt balesnya. gk banget lah nih aplikasi.,1,0,2.1.1,2026-05-14 01:49:23,,,2.1.1
ec6bd300-ba0b-4395-bc64-cb9d1efa563b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ini aplikasi bagus, membantu banget yg kita anak perantau. Cuma lama dalam pengiriman berkas k rmhnya itu krn dari tgl 9 juni 2024 sampe dngn skrng aja blm d kirim². Sudah lapor k fb nya, ig nya, lapor langsung k aplikasi signal nya dan lewat email juga ga ada respon yg respon cuma bot doang. /// skrng jelek, respon ga ada, d suruh chat sama layanan costumer servis aku chat tanya tentang kendala tp respon nya jelek. padahal tadi nya membantu banget tp oh tp hemm",1,1,2.1.1,2026-05-11 10:09:16,,,2.1.1
d9e3eeef-9ffb-46be-94cb-9ad13cb108ad,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"inovasinya sudah bagus, mempermudah. yg jadi beban atau bandul di aplikasi ini adalah jasa logistiknya. benar benar buruk, tidak layak digunakan menurut saya. saya kirim dari Samsat Daan Mogot Jakarta barat tujuan kebon jeruk jakarta barat. 1 Minggu lebih belum sampai, di tracking resi keteranganya 4x gagal kirim karna alamat tidak ditemukan. padahal sehari hari belanja di olshop alamat saya sangat mudah di temukan. pos sangat tidak rekomen, sangat buruk, tidak bisa diandalkan.",2,1,2.1.1,2026-05-11 01:17:07,,,2.1.1
fb4d7b1b-9c20-4cd1-8cef-31b347742fbc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"awal awal install kemarin bisa di cek pajak, entah kenapa sekarang sudah tidak bisa lagi di cek. Dengan notifikasi muncul "" GAGAL, Layanan tidak tersedia, silahkan coba beberapa saat lagi atau hubungi customer service pada live chat aplikasi"" saya coba lakukan hubungi CS tapi sampai sekarang dalam antrian nya tidak selesai selesai, hadehhh teknologi pemerintah.",1,0,2.1.1,2026-05-13 04:14:50,,,2.1.1
c0f2f3fc-fb8d-454a-92ac-2b71c53e504d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi ini mempermudah proses pembayaran pajak. cuma lama di proses pengiriman STNK-nya, harus sabar menunggu. semoga kedepannya bisa jauh lebih baik lagi pelayanannya dan tolong di permudah lagi untuk pembayaran pajak di wilayah Sumatera Selatan seperti Samsat di Jawa Timur bisa bayar langsung di Indomaret Tanpa harus pakai identitas pemilik pertama karena kita beli kendaraan second dan blm balik nama sendiri tapi kita tetap taat pajak tolong di permudah. Terimakasih 🙏",5,0,2.1.1,2026-05-09 00:09:36,,,2.1.1
3350e708-fe34-4f6a-9b80-f5217a989286,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"berharap bisa komunikasi dengan CS, eh ternyata CS nya hanya sebuah bot yang pertanyaan nya cuma sekitar situ saja padahal ada banyak pertanyaan mengenai mutasi kendaraan bermotor secara online. semoga bisa di perbaiki dengan CS yang asli manusia biar bisa berinteraksi lebih baik lagi",3,0,2.1.1,2026-05-11 03:38:33,,,2.1.1
b7603637-9449-4656-9e13-50998f3e7d46,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"cukup membantu dan memudahkan, tinggal PR nya usahakan untuk pergantian STNK 5 tahunan dimudahkan, tidak perlu esek² dan ambil plat di Samsat perbaiki pembayaran lewat brimo tanpa perlu memasukkan wilayah, karena tidak semua data provinsi terinput.",5,0,2.1.1,2026-05-11 06:38:19,,,2.1.1
3f2adf5f-fe56-4ccf-9795-14873bf07cde,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"coba bayar lagi di tahun 2026 , ternyata sudah update beberapa kali. semua berjalan lancar. mantap. bayar pajak gak harus antrian. untuk pemrosesan ya wajar wajar agak lama mungkin di antrian . ada opsi pengiriman juga dari pos.",5,1,2.1.1,2026-05-11 04:56:20,"Hai Sahabat SIGNAL, Terima kasih atas ulasannya 😊
Kami akan terus berupaya meningkatkan layanan agar SIGNAL dapat digunakan dengan lebih mudah & nyaman oleh semua pengguna.
Untuk informasi SIGNAL lebih lanjut bisa mengunjungi website samsatdigital.id atau menghubungi email Customer Service info@samsatdigital.id .
Terima kasih,
Tim SIGNAL
",2026-05-12 02:11:04,2.1.1
14cf6cec-4918-432b-b340-33ed41f3e8f9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasinya nya sudah bagus namun pengenalan wajah nya masih perlu perbaikan, saya tidak bisa melakukan verifikasi akun karena aplikasi pengenalan wajah anda yang buruk, saya melampirkan ktp asli dan wajah asli saya tapi dianggap bebeda oleh aplikasi anda. saat saya minta bantua via chat di aplikasi nya pun tidak ada tanggapan sama sekali.",1,0,2.1.1,2026-05-12 03:11:15,,,2.1.1
47fb6c49-fb4e-40fd-bb35-ddf0bbd6f25a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sangat bagus update aplikasix, trutama ada pilihan STNK bisa dikirim langsung ke rumah jadi tanpa repot antri lagi ke kantor Samsat. Seandainya aplikasi ini bisa juga mengurus SIM online.",5,0,2.1.1,2026-05-13 00:50:54,"Hai Sahabat SIGNAL, Terima kasih atas ulasannya! 😊

Jika berkenan, rekomendasikan Aplikasi SIGNAL kepada sahabat dan keluarga, agar urusan pajak kendaraan bisa jadi lebih mudah.
Untuk informasi SIGNAL lebih lanjut bisa mengunjungi website samsatdigital.id atau menghubungi email Customer Service info@samsatdigital.id .

Terima kasih,
Tim SIGNAL
",2026-05-13 01:55:24,2.1.1
5af3e9fb-d550-4778-8893-9d220032242a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ya meskipun pengiriman STNKnya selama 10 hari, gak bisa berharap samsat lebih baik kedepannya, dengan kondisi pemerintahan di indonesia yang banyak tikusnya, tetep gua kasih bintang 5.",5,0,2.1.1,2026-05-12 12:49:37,,,2.1.1
5714fdd1-5ddb-43e1-a871-c7d3756f009b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ongkir jabodetabek mahal bgt cuy 22rbnya sebelumnya cuma 12ribu, + admin bank 10rb ampun dah banyak bgt embel2nya, coba tolong biar lebih murah lagi biaya lain2nya kasian kan org niat bayar pajak udh mahal pajaknya + embel2 pula payah",1,0,2.1.1,2026-05-10 21:23:32,,,2.1.1
2dbb9713-4555-4c3b-a6db-46fed5fe42c6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"lumayan aplikasi ini memudahkan saya membayar pajak kendaraan, walaupun agak sedikit lama 5-7 hari prosesnya. kedepannya untuk registrasi diperbaiki kembali , karena kendaraan tahun 2010 tidak dapat registrasi contoh sperti kawasaki ninja 250 r milik saya tidak bisa di registrasi di aplikasi ini",5,0,2.1.1,2026-05-12 06:42:15,,,2.1.1
4730b827-295d-48d3-9714-5e54f5a11ebd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kadang nyeselin yaa... setiap mau pembayaran pasti ada kendalanya. harus sabar. sesuai jam kerja yaa. kalau gak yaa gak bakal lancar. makasih adanya aplikasi ini, memudahkan segalanya",5,0,2.1.1,2026-05-13 06:05:05,,,2.1.1
